C_ID_UD_ORGANICA;C_DNM_UD_ORGANICA;C_ID_NIVEL_ADMON;C_ID_TIPO_ENT_PUBLICA;N_NIVEL_JERARQUICO;C_ID_DEP_UD_SUPERIOR;C_DNM_UD_ORGANICA;C_ID_DEP_UD_PRINCIPAL;C_DNM_UD_ORGANICA;B_SW_DEP_EDP_PRINCIPAL;C_ID_DEP_EDP_PRINCIPAL;C_DNM_UD_ORGANICA;C_ID_ESTADO;D_VIG_ALTA_OFICIAL;NIF_CIF
A01025863;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Cádiz;2;CA;4;A01004401;Delegación del Gobierno de la Junta de Andalucía en Cádiz;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036354;Comisión Provincial de Valoración de la Delegación del Gobierno en Cádiz;2;;4;A01004401;Delegación del Gobierno de la Junta de Andalucía en Cádiz;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005505;Secretaria General de la Delegación del Gobierno en Almería;2;CA;4;A01004425;Delegación del Gobierno de la Junta de Andalucía en Almería;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025861;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Almería;2;CA;4;A01004425;Delegación del Gobierno de la Junta de Andalucía en Almería;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036353;Comisión Provincial de Valoración de la Delegación del Gobierno en Almería;2;;4;A01004425;Delegación del Gobierno de la Junta de Andalucía en Almería;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005528;Secretaria General de la Delegación del Gobierno en Córdoba;2;CA;4;A01004426;Delegación del Gobierno de la Junta de Andalucía en Córdoba;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025865;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Córdoba;2;CA;4;A01004426;Delegación del Gobierno de la Junta de Andalucía en Córdoba;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036355;Comisión Provincial de Valoración de la Delegación del Gobierno en Córdoba;2;;4;A01004426;Delegación del Gobierno de la Junta de Andalucía en Córdoba;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005539;Secretaria General de la Delegación del Gobierno en Granada;2;CA;4;A01004427;Delegación del Gobierno de la Junta de Andalucía en Granada;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025867;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Granada;2;CA;4;A01004427;Delegación del Gobierno de la Junta de Andalucía en Granada;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036356;Comisión Provincial de Valoración de la Delegación del Gobierno en Granada;2;;4;A01004427;Delegación del Gobierno de la Junta de Andalucía en Granada;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005550;Secretaria General de la Delegación del Gobierno en Huelva;2;CA;4;A01004428;Delegación del Gobierno de la Junta de Andalucía en Huelva;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025869;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Huelva;2;CA;4;A01004428;Delegación del Gobierno de la Junta de Andalucía en Huelva;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036357;Comisión Provincial de Valoración de la Delegación del Gobierno en Huelva;2;;4;A01004428;Delegación del Gobierno de la Junta de Andalucía en Huelva;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005561;Secretaria General de la Delegación del Gobierno en Jaén;2;CA;4;A01004429;Delegación del Gobierno de la Junta de Andalucía en Jaén;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025871;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Jaén;2;CA;4;A01004429;Delegación del Gobierno de la Junta de Andalucía en Jaén;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036358;Comisión Provincial de Valoración de la Delegación del Gobierno en Jaén;2;;4;A01004429;Delegación del Gobierno de la Junta de Andalucía en Jaén;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005583;Secretaria General de la Delegación del Gobierno en Sevilla;2;CA;4;A01004430;Delegación del Gobierno de la Junta de Andalucía en Sevilla;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025875;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Sevilla;2;CA;4;A01004430;Delegación del Gobierno de la Junta de Andalucía en Sevilla;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036360;Comisión Provincial de Valoración de la Delegación del Gobierno en Sevilla;2;;4;A01004430;Delegación del Gobierno de la Junta de Andalucía en Sevilla;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01005572;Secretaria General de la Delegación del Gobierno en Málaga;2;CA;4;A01004434;Delegación del Gobierno de la Junta de Andalucía en Málaga;A01002820;Junta de Andalucía;N;;;V;01/08/12;S4111001F
A01025873;Secret. Gral. Provinc. de Presidencia, Interior, Diálogo Social y Simplificación Administrativa en Málaga;2;CA;4;A01004434;Delegación del Gobierno de la Junta de Andalucía en Málaga;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01036359;Comisión Provincial de Valoración de la Delegación del Gobierno en Málaga;2;;4;A01004434;Delegación del Gobierno de la Junta de Andalucía en Málaga;A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01013444;Fundación Audiovisual de Andalucía;2;;4;A01010222;Agencia Pública Empresarial de la Radio y Televisión de Andalucía (RTVA);A01002820;Junta de Andalucía;N;;;V;25/10/95;G41756842
A01017529;Canal Sur Radio y Televisión, Sociedad Anónima (CANAL SUR);2;SM;4;A01010222;Agencia Pública Empresarial de la Radio y Televisión de Andalucía (RTVA);A01002820;Junta de Andalucía;N;;;V;;A41248899
A01004485;Secretaría General de Servicios Judiciales;2;CA;4;A01025647;Viceconsejería (Justicia, Administración Local y Función Pública);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01014234;Secretaría General de Administración Local;2;CA;4;A01025647;Viceconsejería (Justicia, Administración Local y Función Pública);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01024533;Secretaría General para la Administración Pública;2;CA;4;A01025647;Viceconsejería (Justicia, Administración Local y Función Pública);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025759;Secretaría General Técnica (Justicia, Administración Local y Función Pública);2;;4;A01025647;Viceconsejería (Justicia, Administración Local y Función Pública);A01002820;Junta de Andalucía;N;;;V;;
A01041652;Secretaría General de Infraestructuras Judiciales, Modernización Digital y Regeneración;2;;4;A01025647;Viceconsejería (Justicia, Administración Local y Función Pública);A01002820;Junta de Andalucía;N;;;V;11/08/22;S4111001F
A01013443;Fundación Pública Andaluza Centro de Estudios Andaluces;2;;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;20/06/01;G91122069
A01014227;Secretaría General de la Presidencia;2;CA;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01014231;Secretaría General de Relaciones con el Parlamento;2;CA;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01014233;Gabinete Jurídico de la Junta de Andalucía;2;CA;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01014235;D. G. de Comunicación Social;2;CA;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025763;Secretaría General de Interior;2;;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;14/02/19;S4111001F
A01025764;Secretaría General Técnica (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);2;CA;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01041672;D. G. de Comunicación;2;;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;11/08/22;S4111001F
A01041674;D. G. de Administración Territorial y Simplificación Administrativa;2;;4;A01025648;Viceconsejería (Presidencia, Interior, Diálogo Social y Simplificación Administrativa);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01014048;Consejo Andaluz de Relaciones Laborales;2;;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;01/07/83;S4111001F
A01014369;Consejo Económico y Social de Andalucía;2;;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;05/12/97;S4111001F
A01025767;Secretaría General de Empresa y Trabajo Autónomo;2;CA;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025768;D. G. de Trabajo, Seguridad y Salud Laboral;2;CA;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025769;Secretaría General de Servicio Público de Empleo y Formación;2;;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;14/02/19;S4111001F
A01025770;Secretaría General Técnica (Empleo, Empresa y Trabajo Autónomo);2;CA;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01034633;Comisionado del Plan Director de Ordenación de las Políticas de Empleo y Relaciones Laborales de Andalucía;2;;4;A01025649;Viceconsejería (Empleo, Empresa y Trabajo Autónomo);A01002820;Junta de Andalucía;N;;;V;07/05/20;
A01004495;D. G. de Pesca, Acuicultura y Economía Azul;2;CA;4;A01025652;Viceconsejería (Agricultura, Pesca, Agua y Desarrollo Rural);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01004613;Agencia de Gestión Agraria y Pesquera de Andalucía;2;;4;A01025652;Viceconsejería (Agricultura, Pesca, Agua y Desarrollo Rural);A01002820;Junta de Andalucía;S;A01004613;Agencia de Gestión Agraria y Pesquera de Andalucía;V;22/02/11;Q4100797B
A01025802;Secretaría General de Agricultura, Ganadería y Alimentación;2;CA;4;A01025652;Viceconsejería (Agricultura, Pesca, Agua y Desarrollo Rural);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025806;Secretaría General de Fondos Agrarios y Desarrollo Rural;2;CA;4;A01025652;Viceconsejería (Agricultura, Pesca, Agua y Desarrollo Rural);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025808;Secretaría General Técnica (Agricultura, Pesca, Agua y Desarrollo Rural);2;CA;4;A01025652;Viceconsejería (Agricultura, Pesca, Agua y Desarrollo Rural);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025810;Secretaría General del Agua;2;CA;4;A01025652;Viceconsejería (Agricultura, Pesca, Agua y Desarrollo Rural);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01014189;Agencia de Servicios Sociales y Dependencia de Andalucía;2;CA;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;S;A01014189;Agencia de Servicios Sociales y Dependencia de Andalucía;V;22/02/11;Q4100811A
A01014190;Agencia Andaluza de Cooperación Internacional para el Desarrollo;2;;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;N;;;V;25/05/06;Q4100719F
A01014191;Instituto Andaluz de la Mujer;2;CA;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;S;A01014191;Instituto Andaluz de la Mujer;V;30/12/88;Q9150012D
A01025841;Secretaría General de Familias, Igualdad, Violencia de Género y Diversidad;2;;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;N;;;V;14/02/19;S4111001F
A01025851;Secretaría General Técnica (Inclusión Social, Juventud, Familias e Igualdad);2;;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01029512;Secretaría General de Inclusión Social;2;CA;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01034553;Instituto Andaluz de la Juventud;2;CA;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;S;A01034553;Instituto Andaluz de la Juventud;V;;Q9150017C
A01047752;D.G. de Prestaciones, Ayudas y Subvenciones;2;;4;A01025655;Viceconsejería (Inclusión Social, Juventud, Familias e Igualdad);A01002820;Junta de Andalucía;N;;;V;11/01/24;
A01004491;D. G. de Infraestructuras Viarias;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01004492;D. G. de Movilidad y Transportes;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01010291;Agencia de Obra Pública de la Junta de Andalucía;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;28/05/03;Q4100686G
A01010292;Agencia de Vivienda y Rehabilitación de Andalucía;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;09/10/13;Q9155006A
A01010293;Agencia Pública de Puertos de Andalucía;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;01/01/92;Q9155023F
A01014146;Secretaría General de Vivienda;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025854;Secretaría General Técnica (Fomento, Articulación del Territorio y Vivienda);2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01026436;D. G. de Ordenación del Territorio, Urbanismo y Agenda Urbana;2;CA;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01034445;Aparthotel Trevenque, S.A.;2;SM;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;A18378562
A01034446;Cetursa Sierra Nevada, S.A.;2;SM;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;A18005256
A01034536;Consorcio Palacio Exposiciones y Congresos Granada;2;;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;;P6808904D
A01041613;D. G. de Infraestructuras del Transporte;2;;4;A01025656;Viceconsejería (Fomento, Articulación del Territorio y Vivienda);A01002820;Junta de Andalucía;N;;;V;11/08/22;S4111001F
A01014086;Patronato de la Alhambra y Generalife;2;CA;4;A01025657;Viceconsejería (Cultura y Deporte);A01002820;Junta de Andalucía;S;A01014086;Patronato de la Alhambra y Generalife;V;31/12/95;Q1818001H
A01014130;Secretaría General para el Deporte;2;CA;4;A01025657;Viceconsejería (Cultura y Deporte);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025856;Secretaría General de Innovación Cultural y Museos;2;;4;A01025657;Viceconsejería (Cultura y Deporte);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01025857;Secretaría General Técnica (Cultura y Deporte);2;;4;A01025657;Viceconsejería (Cultura y Deporte);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01050739;Secretaría General de Patrimonio Histórico y Documental;2;;4;A01025657;Viceconsejería (Cultura y Deporte);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01014057;D. G. de Planificación, Centros y Enseñanza Concertada;2;CA;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01014058;D.G. del Profesorado y Gestión de Recursos Humanos;2;CA;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01017496;Agencia Pública Andaluza de Educación;2;CA;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;;Q4100702B
A01025795;D. G. de Ordenación y Evaluación Educativa;2;;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01025798;Secretaría General Técnica (Desarrollo Educativo y Formación Profesional);2;CA;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025801;Consorcio Parque de las Ciencias;2;;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;S;A01025801;Consorcio Parque de las Ciencias;V;;P6890002F
A01041593;Secretaría General de Formación Profesional;2;;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01041594;D. G. de Innovación y Formación del Profesorado;2;;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01050733;D. G. de Participación e Inclusión Educativa;2;;4;A01025790;Viceconsejería (Desarrollo Educativo y Formación Profesional);A01002820;Junta de Andalucía;N;;;V;27/08/24;S4111001F
A01004614;Servicio Andaluz de  Salud;2;CA;4;A01025840;Viceconsejería (Salud y Consumo);A01002820;Junta de Andalucía;S;A01004614;Servicio Andaluz de  Salud;V;10/05/86;Q9150013B
A01014169;Secretaría General de Salud Pública e I+d+i en Salud;2;CA;4;A01025840;Viceconsejería (Salud y Consumo);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01025843;Secretaría General Técnica (Salud y Consumo);2;CA;4;A01025840;Viceconsejería (Salud y Consumo);A01002820;Junta de Andalucía;N;;;V;;S4111001F
A01041616;Secretaría General de Planificación Asistencial y Consumo;2;;4;A01025840;Viceconsejería (Salud y Consumo);A01002820;Junta de Andalucía;N;;;V;04/09/24;S4111001F
A01041733;Comisión de Garantía y Evaluación para la Prestación de Ayuda para Morir de la Comunidad Autónoma de Andalucía;2;;4;A01025840;Viceconsejería (Salud y Consumo);A01002820;Junta de Andalucía;N;;;V;21/10/21;S4111001F
A01050734;Instituto de Salud de Andalucía;2;;4;A01025840;Viceconsejería (Salud y Consumo);A01002820;Junta de Andalucía;S;A01050734;Instituto de Salud de Andalucía;V;26/07/24;
